title,id,url
Refrigerador Electrolux Degelo Prático RE31 com Controle de Temperatura 240L- Branco,344598,https://www.extra.com.br/refrigerador-electrolux-degelo-pratico-re31-com-controle-de-temperatura-240l-branco/p/1743662
Refrigerador Electrolux Duplex DC35A 260L - Branco,344602,https://www.extra.com.br/refrigerador-electrolux-duplex-dc35a-260l-branco/p/1743666
Refrigerador Consul Frost Free CRM43NK com 2 Portas Inox - 386 L,6107434,https://www.extra.com.br/refrigerador-consul-frost-free-crm43nk-com-2-portas-inox-386-l/p/9600890
Refrigerador Consul Frost Free Facilite CRB39AK 1 Porta Evox – 342 litros,6636481,https://www.extra.com.br/refrigerador-consul-frost-free-facilite-crb39ak-1-porta-evox-342-litros/p/10153519
Refrigerador Brastemp Side Inverse BRE80AK Frost Free Maxi Evox - 573 L,3086889,https://www.extra.com.br/refrigerador-brastemp-side-inverse-bre80ak-frost-free-maxi-evox-573-l/p/6346452
Refrigerador Consul Frost Free CRM39AB Duplex com Prateleiras Altura Flex Branca – 340L,12479340,https://www.extra.com.br/refrigerador-consul-frost-free-crm39ab-duplex-com-prateleiras-altura-flex-branca-340l/p/50004596
Refrigerador Electrolux Duplex DF35A Frost Free com Compartimento de Congelamento Rápido 261L - Branco,344606,https://www.extra.com.br/refrigerador-electrolux-duplex-df35a-frost-free-com-compartimento-de-congelamento-rapido-261l-branco/p/1743671
Refrigerador Electrolux DC51X Cycle Defrost Duplex com Freezer Gigante 475 L - Prata,971756,https://www.extra.com.br/refrigerador-electrolux-dc51x-cycle-defrost-duplex-com-freezer-gigante-475-l-prata/p/2994697
Refrigerador Consul CRM39AK Frost Free com Prateleiras Altura Flex Evox Prata – 340L,12330475,https://www.extra.com.br/refrigerador-consul-crm39ak-frost-free-com-prateleiras-altura-flex-evox-prata-340l/p/50003895
Refrigerador Electrolux DFN41 Frost Free com Painel de Controle Externo 371L - Branco,8143268,https://www.extra.com.br/refrigerador-electrolux-dfn41-frost-free-com-painel-de-controle-externo-371l-branco/p/11688808
Refrigerador Electrolux DFX41 Frost Free com Turbo Congelamento 371L - Inox,8143253,https://www.extra.com.br/refrigerador-electrolux-dfx41-frost-free-com-turbo-congelamento-371l-inox/p/11688790
Refrigerador Brastemp Inverse BRE57AB Frost Free com Espaço Adapt 443L - Branco,8143837,https://www.extra.com.br/refrigerador-brastemp-inverse-bre57ab-frost-free-com-espaco-adapt-443l-branco/p/11689386
Refrigerador Panasonic NR BT50BD3WA Frost Free Econavi 435 Litros Branco,10832979,https://www.extra.com.br/refrigerador-panasonic-nr-bt50bd3wa-frost-free-econavi-435-litros-branco/p/14422910
Refrigerador Brastemp Inverse BRE57AK Frost Free com Painel Eletrônico 443L - Evox,8143817,https://www.extra.com.br/refrigerador-brastemp-inverse-bre57ak-frost-free-com-painel-eletronico-443l-evox/p/11689360
Refrigerador Brastemp BRM44HB Frost Free com Compartimento para Latas e Long Necks Branco - 375L,9159965,https://www.extra.com.br/refrigerador-brastemp-brm44hb-frost-free-com-compartimento-para-latas-e-long-necks-branco-375l/p/12731692
